id,name,date,self_development,geo_flex,financial_support_self,result,course_interest
1485,Konrad Mccready,24/01/2019,Yes,Yes,Yes,Pass,Business
1486,Mariele Steedman,02/01/2019,Yes,No,Yes,Fail,Data
1487,Ximenez Chippin,03/01/2019,Yes,Yes,Yes,Pass,Engineering
1488,Ruben Mccoy,22/01/2019,Yes,Yes,Yes,Pass,Data
1489,Sigrid Veitch,02/01/2019,Yes,Yes,Yes,Pass,Engineering
1490,Allegra Aspland,02/01/2019,Yes,No,No,Fail,Data
1491,Randall Waller,16/01/2019,Yes,Yes,Yes,Pass,Data
1492,Thomasine Poundford,16/01/2019,Yes,Yes,Yes,Pass,Engineering
1493,Kelley Bourgeois,23/01/2019,Yes,Yes,Yes,Fail,Business
1494,Anatole Peterffy,16/01/2019,Yes,Yes,Yes,Pass,Engineering
1495,Hinze Treat,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1496,Linoel Fissenden,17/01/2019,Yes,Yes,Yes,Pass,Business
1497,Alexandro Guyan,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1498,Konstantin Fusco,09/01/2019,Yes,No,No,Fail,Business
1499,Gardie Damsell,29/01/2019,No,Yes,Yes,Fail,Engineering
1500,Zoe Schlag,24/01/2019,Yes,Yes,Yes,Pass,Data
1501,Pyotr De Zuani,09/01/2019,Yes,Yes,Yes,Pass,Data
1502,Simon Murrey,16/01/2019,Yes,Yes,Yes,Pass,Business
1503,Thurston Venes,24/01/2019,Yes,Yes,Yes,Pass,Business
1504,Nanni Ashby,03/01/2019,Yes,No,Yes,Fail,Engineering
1505,Laetitia Poston,09/01/2019,Yes,Yes,Yes,Pass,Engineering
1506,Reinaldos Rayne,17/01/2019,Yes,Yes,Yes,Pass,Data
1507,Allen Edelman,23/01/2019,Yes,Yes,Yes,Pass,Data
1508,Cheston Ceillier,10/01/2019,Yes,No,Yes,Fail,Engineering
1509,Johnette Durrans,22/01/2019,Yes,Yes,Yes,Pass,Engineering
1510,Layne Le Fleming,08/01/2019,Yes,Yes,Yes,Pass,Business
1511,Zaccaria Bussons,16/01/2019,No,Yes,No,Fail,Engineering
1512,Sylvan Asher,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1513,Georgie Perel,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1514,Sully Rechert,29/01/2019,Yes,Yes,Yes,Pass,Data
1515,Royall Stirley,30/01/2019,Yes,Yes,Yes,Pass,Engineering
1516,Kellie Althorp,15/01/2019,Yes,Yes,Yes,Pass,Data
1517,Jorry Varley,24/01/2019,Yes,Yes,Yes,Pass,Engineering
1518,Bernadette Gerardi,17/01/2019,Yes,Yes,Yes,Pass,Data
1519,Hallie Robbeke,24/01/2019,Yes,Yes,No,Fail,Business
1520,Winnah Spooner,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1521,Riccardo Oade,29/01/2019,Yes,Yes,Yes,Fail,Data
1522,Bettye Di Napoli,23/01/2019,Yes,No,Yes,Fail,Engineering
1523,Lutero Winning,24/01/2019,Yes,No,Yes,Fail,Business
1524,Gwyn Baversor,03/01/2019,Yes,Yes,No,Fail,Engineering
1525,Gilbertine Assaf,03/01/2019,Yes,Yes,Yes,Pass,Engineering
1526,Deni Roust,30/01/2019,Yes,Yes,Yes,Pass,Business
1527,Babita Heigho,10/01/2019,Yes,Yes,No,Fail,Business
1528,Candide Vannoort,03/01/2019,No,Yes,Yes,Fail,Data
1529,Sydney Renachowski,09/01/2019,Yes,Yes,Yes,Fail,Engineering
1530,Vince Scott,10/01/2019,Yes,Yes,Yes,Pass,Data
1531,Art Mitkin,31/01/2019,Yes,No,Yes,Fail,Business
1532,Trstram Goodyer,16/01/2019,No,Yes,Yes,Fail,Engineering
1533,Ronalda Richmond,24/01/2019,Yes,Yes,Yes,Pass,Engineering
1534,Sibley Addison,31/01/2019,Yes,Yes,Yes,Pass,Engineering
1535,Hi Tee,30/01/2019,Yes,Yes,Yes,Pass,Engineering
1536,Hi Tee,30/01/2019,Yes,Yes,Yes,Pass,Engineering
1537,Carey Severn,29/01/2019,Yes,Yes,Yes,Pass,Business
1538,Foss Darycott,08/01/2019,Yes,Yes,Yes,Fail,Engineering
1539,Leeland Looks,03/01/2019,Yes,Yes,Yes,Pass,Business
1540,Gelya Pyson,17/01/2019,Yes,No,Yes,Fail,Business
1541,Olia Meugens,03/01/2019,Yes,Yes,Yes,Pass,Business
1542,Theodosia Creenan,16/01/2019,Yes,No,Yes,Fail,Data
1543,Aida Bothams,17/01/2019,Yes,Yes,Yes,Pass,Data
1544,Onida Tregear,22/01/2019,Yes,Yes,Yes,Pass,Data
1545,Salomon Costellow,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1546,Orion Ephgrave,22/01/2019,Yes,Yes,No,Fail,Data
1547,Quintus Penella,15/01/2019,Yes,Yes,Yes,Pass,Business
1548,Muffin Wigglesworth,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1549,Agretha Deinert,22/01/2019,No,Yes,Yes,Fail,Business
1550,Aindrea Davio,31/01/2019,Yes,Yes,Yes,Pass,Data
1551,Burg Flipek,08/01/2019,Yes,Yes,Yes,Pass,Business
1552,Bary Boatman,08/01/2019,Yes,Yes,Yes,Fail,Engineering
1553,Ogdon Gonnelly,03/01/2019,Yes,Yes,No,Fail,Engineering
1554,Sybil Maydway,24/01/2019,Yes,Yes,Yes,Pass,Data
1555,Bart Godilington,17/01/2019,Yes,Yes,Yes,Pass,Business
1556,Jenda Fernandez,30/01/2019,No,No,Yes,Fail,Engineering
1557,Kiah Pittwood,24/01/2019,Yes,Yes,Yes,Pass,Business
1558,Stephan Jaxon,10/01/2019,Yes,Yes,Yes,Pass,Engineering
1559,Allianora Rowdell,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1560,Orran Rofe,09/01/2019,Yes,Yes,Yes,Pass,Business
1561,Randy Semken,17/01/2019,Yes,Yes,Yes,Pass,Data
1562,Gaspard Alvaro,22/01/2019,No,Yes,Yes,Fail,Engineering
1563,Ricca Sowden,16/01/2019,Yes,Yes,Yes,Fail,Data
1564,Gardner Kienle,09/01/2019,Yes,No,Yes,Fail,Engineering
1565,Guillermo Riha,15/01/2019,Yes,Yes,Yes,Pass,Engineering
1566,Wakefield Jeves,17/01/2019,Yes,Yes,Yes,Pass,Engineering
1567,Craig Ferriby,24/01/2019,No,Yes,Yes,Fail,Data
1568,Katinka Macrow,22/01/2019,Yes,Yes,Yes,Fail,Data
1569,Mel Lafontaine,24/01/2019,Yes,Yes,Yes,Pass,Data
1570,Drona Lemonby,16/01/2019,Yes,Yes,Yes,Pass,Business
1571,Nettie Civitillo,17/01/2019,Yes,Yes,Yes,Pass,Data
1572,Kalli Mcgarrie,29/01/2019,Yes,Yes,Yes,Pass,Engineering
1573,Pascale Snelgrove,23/01/2019,Yes,Yes,Yes,Pass,Business
1574,Bernelle Longhorne,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1575,Valeda Adshad,08/01/2019,Yes,Yes,Yes,Pass,Business
1576,Barnabas Crinion,17/01/2019,Yes,Yes,Yes,Pass,Data
1577,Wanids Simison,15/01/2019,Yes,No,No,Fail,Business
1578,Alexander Johnstone,08/01/2019,Yes,Yes,Yes,Pass,Business
1579,Aviva Duddan,23/01/2019,Yes,Yes,Yes,Fail,Data
1580,Tyrone Bailes,30/01/2019,Yes,Yes,Yes,Pass,Business
1581,Jena Attard,08/01/2019,Yes,Yes,Yes,Fail,Business
1582,Kylynn Jewes,17/01/2019,No,Yes,Yes,Fail,Business
1583,Daryle Janoch,31/01/2019,Yes,Yes,Yes,Pass,Engineering
1584,Ivory Linnemann,22/01/2019,Yes,Yes,Yes,Pass,Data
1585,Loy Mulvy,30/01/2019,Yes,Yes,Yes,Pass,Engineering
1586,Marlon Tomala,24/01/2019,Yes,Yes,Yes,Fail,Data
1587,Kincaid Osipov,02/01/2019,Yes,Yes,Yes,Pass,Engineering
1588,Kincaid Osipov,02/01/2019,Yes,Yes,Yes,Pass,Engineering
1589,Olin Gariff,24/01/2019,Yes,Yes,Yes,Fail,Business
1590,Reggie Lawlor,08/01/2019,Yes,Yes,Yes,Pass,Engineering
1591,Carlo Twining,30/01/2019,No,Yes,No,Fail,Business
1592,Farley Nuccitelli,22/01/2019,Yes,Yes,Yes,Pass,Business
1593,Wendy Ducastel,23/01/2019,Yes,Yes,Yes,Pass,Engineering
1594,Sal Curee,09/01/2019,Yes,Yes,Yes,Pass,Business
1595,Gayel Meineking,29/01/2019,Yes,Yes,Yes,Pass,Business
1596,Gerhard Mcgrath,31/01/2019,Yes,Yes,Yes,Pass,Business
1597,Ced Danielut,22/01/2019,Yes,Yes,Yes,Pass,Engineering
1598,Cory Greene,16/01/2019,Yes,Yes,Yes,Pass,Data
1599,Archaimbaud Buller,17/01/2019,Yes,Yes,No,Fail,Business
1600,Abbe Hanny,26/03/2019,Yes,Yes,Yes,Pass,Data
1601,Eimile Pincott,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1602,Constancia Tesauro,06/03/2019,Yes,Yes,Yes,Pass,Data
1603,Cordey Rigardeau,28/03/2019,Yes,Yes,Yes,Pass,Business
1604,Gun Cargill,21/03/2019,Yes,Yes,Yes,Pass,Business
1605,Tonia Goodie,19/03/2019,Yes,Yes,Yes,Pass,Data
1606,Christyna Thirlwell,07/03/2019,Yes,Yes,Yes,Pass,Business
1607,Henrik Mott,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1608,Romeo Roache,28/03/2019,Yes,Yes,Yes,Pass,Business
1609,Ken Gotter,21/03/2019,Yes,Yes,Yes,Pass,Business
1610,Ken Gotter,21/03/2019,Yes,Yes,Yes,Pass,Business
1611,Kiele Letford,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1612,Harrison Macnamee,12/03/2019,Yes,Yes,Yes,Pass,Business
1613,Bunni Locard,28/03/2019,Yes,Yes,Yes,Pass,Engineering
1614,Farley Hearnes,20/03/2019,Yes,Yes,No,Fail,Engineering
1615,Anica Vallis,26/03/2019,Yes,Yes,Yes,Pass,Data
1616,Willy Murphey,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1617,Randee Mackison,07/03/2019,Yes,No,Yes,Fail,Engineering
1618,Franciskus Lethardy,27/03/2019,Yes,Yes,Yes,Pass,Business
1619,Lilian Eyer,06/03/2019,Yes,Yes,Yes,Pass,Engineering
1620,Roselia Tanswell,13/03/2019,Yes,Yes,Yes,Pass,Data
1621,Ingelbert Fri,07/03/2019,Yes,Yes,Yes,Pass,Data
1622,Corrie Duiguid,20/03/2019,Yes,Yes,Yes,Pass,Data
1623,Frankie Mabee,27/03/2019,Yes,Yes,Yes,Pass,Business
1624,Stefan Insley,13/03/2019,Yes,Yes,Yes,Pass,Engineering
1625,Zacharias Arnauduc,07/03/2019,No,Yes,No,Fail,Business
1626,Quinton Kuhnt,26/03/2019,Yes,Yes,Yes,Pass,Business
1627,Ferdie Glyne,27/03/2019,Yes,Yes,Yes,Pass,Data
1628,Rhonda Revance,07/03/2019,Yes,Yes,Yes,Pass,Engineering
1629,Bary Brambley,07/03/2019,Yes,Yes,No,Fail,Data
1630,Jeromy Mebius,19/03/2019,Yes,Yes,Yes,Fail,Business
1631,Gavin Sides,26/03/2019,No,Yes,Yes,Fail,Business
1632,Audi Westmacott,07/03/2019,Yes,Yes,Yes,Pass,Business
1633,Burtie Irnys,20/03/2019,Yes,No,No,Fail,Data
1634,Eliot Frank,19/03/2019,Yes,Yes,Yes,Pass,Business
1635,Neall Stuehmeyer,06/03/2019,No,Yes,Yes,Fail,Data
1636,Penni Grioli,05/03/2019,Yes,Yes,Yes,Pass,Data
1637,Joletta Matzaitis,20/03/2019,Yes,Yes,Yes,Pass,Business
1638,Ofelia Helm,20/03/2019,Yes,Yes,Yes,Pass,Business
1639,Anselm Marrow,14/03/2019,Yes,Yes,Yes,Fail,Engineering
1640,Farris Gogerty,06/03/2019,Yes,Yes,Yes,Pass,Engineering
1641,Honoria Staziker,07/03/2019,Yes,Yes,Yes,Pass,Engineering
1642,Angeline Rewbottom,12/03/2019,Yes,No,Yes,Fail,Engineering
1643,Alan Heald,28/03/2019,Yes,Yes,Yes,Pass,Engineering
1644,Sholom Banting,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1645,Tonia Oakes,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1646,Delmore O'Loinn,13/03/2019,No,Yes,No,Fail,Business
1647,Vale Fishbie,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1648,Heindrick Keay,07/03/2019,Yes,No,Yes,Fail,Engineering
1649,Nikoletta Mccaffrey,06/03/2019,Yes,Yes,No,Fail,Business
1650,Roze Somerbell,28/03/2019,Yes,Yes,Yes,Pass,Business
1651,Ganny Brumham,19/03/2019,Yes,Yes,Yes,Pass,Data
1652,Hamilton Godbehere,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1653,Olivia Dobrowski,06/03/2019,Yes,Yes,Yes,Pass,Data
1654,Gabie Maletratt,05/03/2019,Yes,No,Yes,Fail,Business
1655,Jeniece Petty,12/03/2019,Yes,Yes,Yes,Pass,Data
1656,Ezequiel Gutch,28/03/2019,Yes,Yes,Yes,Pass,Data
1657,Vinnie Gimbrett,05/03/2019,Yes,Yes,Yes,Fail,Data
1658,Britte Kelleway,21/03/2019,Yes,Yes,Yes,Pass,Engineering
1659,Laural O'Teague,13/03/2019,Yes,Yes,No,Fail,Engineering
1660,Vanda Boate,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1661,Verne Francescuzzi,07/03/2019,Yes,Yes,Yes,Pass,Business
1662,Gasparo Overill,27/03/2019,Yes,Yes,Yes,Pass,Data
1663,Lyndsie Bailles,13/03/2019,Yes,Yes,Yes,Pass,Business
1664,Tyson Spyby,21/03/2019,No,Yes,No,Fail,Engineering
1665,Callie Glasscock,05/03/2019,Yes,Yes,Yes,Pass,Business
1666,Cassondra Triplet,13/03/2019,Yes,Yes,Yes,Pass,Engineering
1667,Dix Dinan,06/03/2019,Yes,Yes,Yes,Pass,Data
1668,Umeko Sydall,13/03/2019,Yes,Yes,No,Fail,Engineering
1669,Darb Heinssen,27/03/2019,Yes,No,Yes,Fail,Business
1670,Tildi Dallicoat,12/03/2019,Yes,Yes,Yes,Pass,Business
1671,Chancey Morey,28/03/2019,Yes,Yes,Yes,Pass,Business
1672,Lisha Keaveny,12/03/2019,Yes,No,Yes,Fail,Data
1673,Cyrill Wilkison,26/03/2019,No,Yes,Yes,Fail,Data
1674,Ainslie Simeon,07/03/2019,Yes,Yes,Yes,Pass,Engineering
1675,Rhea Cleynman,21/03/2019,Yes,Yes,Yes,Pass,Business
1676,Cornelia Cowley,14/03/2019,Yes,Yes,No,Fail,Business
1677,Leonhard Filkin,28/03/2019,Yes,Yes,Yes,Fail,Data
1678,Mahala Benadette,21/03/2019,Yes,No,Yes,Fail,Engineering
1679,Halsy Hursthouse,06/03/2019,Yes,Yes,Yes,Pass,Engineering
1680,Inessa Mccurtin,12/03/2019,Yes,No,Yes,Fail,Business
1681,Nada Niese,28/03/2019,No,Yes,No,Fail,Engineering
1682,Eleonora Bleazard,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1683,Latrina Shingler,06/03/2019,Yes,Yes,Yes,Pass,Data
1684,Zitella Hembery,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1685,Elfreda Aburrow,19/03/2019,Yes,Yes,Yes,Pass,Data
1686,Xerxes Dobrowlski,12/03/2019,Yes,Yes,No,Fail,Business
1687,Isahella Haddleston,28/03/2019,No,Yes,Yes,Fail,Data
1688,Stephani Libby,27/03/2019,Yes,No,Yes,Fail,Business
1689,Bette-Ann Lemmers,19/03/2019,Yes,No,No,Fail,Data
1690,Romona Buye,19/03/2019,Yes,Yes,Yes,Pass,Business
1691,Whitney Woodger,27/03/2019,Yes,Yes,Yes,Pass,Data
1692,Carmelina Thorington,19/03/2019,Yes,No,Yes,Fail,Data
1693,Royal Lougheed,21/03/2019,Yes,Yes,Yes,Pass,Engineering
1694,Damaris Vallance,13/03/2019,Yes,Yes,Yes,Pass,Data
1695,Stacee Kidson,21/03/2019,Yes,Yes,Yes,Pass,Data
1696,Kial Gowdy,06/03/2019,Yes,Yes,Yes,Pass,Data
1697,Ernie Proschek,28/03/2019,Yes,No,Yes,Fail,Business
1698,Teodoor Fleay,26/03/2019,No,Yes,Yes,Fail,Business
1699,Lotte Witherop,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1700,Kassia Wynch,26/03/2019,Yes,Yes,Yes,Pass,Data
1701,Lia Ginnaly,21/03/2019,Yes,Yes,Yes,Pass,Data
1702,Rozamond Wilton,27/03/2019,Yes,Yes,Yes,Pass,Engineering
1703,Michele Gonsalvo,14/03/2019,Yes,Yes,Yes,Pass,Engineering
1704,Betteann Bridgeland,12/03/2019,No,Yes,Yes,Fail,Data
1705,Aubert Cawtheray,27/03/2019,Yes,Yes,Yes,Pass,Business
1706,Yulma Kerrey,20/03/2019,Yes,No,Yes,Fail,Business
1707,Roxanna Rashleigh,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1708,Tracey Spratley,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1709,Anastasia Howsam,05/03/2019,No,Yes,Yes,Fail,Engineering
1710,Weylin Culpin,05/03/2019,Yes,Yes,Yes,Pass,Business
1711,Pepe Bendig,21/03/2019,Yes,Yes,Yes,Pass,Engineering
1712,Haskell Mcdonnell,06/03/2019,Yes,Yes,Yes,Pass,Data
1713,Avivah Lynas,14/03/2019,Yes,Yes,Yes,Pass,Engineering
1714,Aleece Addicott,28/03/2019,Yes,Yes,Yes,Fail,Business
1715,Aidan Elrick,05/03/2019,Yes,Yes,No,Fail,Engineering
1716,Aidan Elrick,05/03/2019,Yes,Yes,No,Fail,Engineering
1717,Hughie Yeliashev,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1718,Elsa Hallgarth,27/03/2019,Yes,Yes,Yes,Fail,Business
1719,Evin Bennallck,19/03/2019,Yes,Yes,Yes,Pass,Data
1720,Elfreda Colomb,06/03/2019,Yes,Yes,Yes,Pass,Data
1721,Pam Hupka,06/03/2019,Yes,Yes,Yes,Pass,Business
1722,Michail Arkle,07/03/2019,No,Yes,Yes,Fail,Business
1723,Garth Messager,12/03/2019,Yes,Yes,Yes,Pass,Data
1724,Antoni Sparhawk,13/03/2019,Yes,Yes,Yes,Pass,Engineering
1725,Candida Chilley,07/03/2019,Yes,Yes,Yes,Pass,Data
1726,Eugenie Innocenti,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1727,Almire Vautrey,26/03/2019,Yes,No,Yes,Fail,Data
1728,Welbie Curgenven,05/03/2019,Yes,Yes,Yes,Pass,Data
1729,Web Segrave,27/03/2019,Yes,Yes,Yes,Pass,Business
1730,Kellen Brocklebank,06/03/2019,Yes,No,Yes,Fail,Data
1731,Doralynne Torricina,12/03/2019,Yes,Yes,Yes,Pass,Business
1732,Cymbre Reuben,20/03/2019,Yes,Yes,Yes,Pass,Business
1733,Nicholas Welbeck,21/03/2019,Yes,Yes,Yes,Pass,Engineering
1734,Agosto Meaddowcroft,05/03/2019,Yes,Yes,Yes,Pass,Business
1735,Ezekiel Lemerie,19/03/2019,No,Yes,Yes,Fail,Data
1736,Tiphany Gribben,05/03/2019,Yes,Yes,Yes,Pass,Business
1737,Julina Hartles,19/03/2019,Yes,No,Yes,Fail,Engineering
1738,Ashley Fitzharris,07/03/2019,Yes,No,Yes,Fail,Engineering
1739,Sallie Mcnair,21/03/2019,Yes,Yes,Yes,Pass,Data
1740,Rudy Davidde,26/03/2019,Yes,Yes,Yes,Pass,Business
1741,Dyna Tallboy,06/03/2019,No,No,Yes,Fail,Business
1742,Vincenz Mcgeown,06/03/2019,Yes,No,Yes,Fail,Business
1743,Jeannette Bazelle,14/03/2019,Yes,No,Yes,Fail,Data
1744,Rennie Kennsley,05/03/2019,Yes,Yes,Yes,Pass,Business
1745,Corbie Hinchshaw,20/03/2019,Yes,Yes,Yes,Pass,Business
1746,Matthaeus Stickens,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1747,Vinson Fooks,06/03/2019,Yes,Yes,Yes,Pass,Business
1748,Jacquelin Clampin,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1749,Page Roubay,07/03/2019,Yes,Yes,Yes,Fail,Engineering
1750,Phylys Flory,27/03/2019,Yes,Yes,No,Fail,Business
1751,Raul Airlie,26/03/2019,Yes,No,No,Fail,Business
1752,Danella Munton,07/03/2019,Yes,Yes,Yes,Fail,Business
1753,Frannie Doby,05/03/2019,Yes,Yes,Yes,Pass,Engineering
1754,Zonda Babbidge,07/03/2019,Yes,Yes,Yes,Pass,Business
1755,Cleve Craigs,26/03/2019,No,Yes,No,Fail,Data
1756,Micky Mccaskell,06/03/2019,Yes,Yes,No,Fail,Business
1757,Jesse Tiron,05/03/2019,Yes,Yes,Yes,Pass,Business
1758,Keeley Osburn,27/03/2019,Yes,Yes,Yes,Fail,Engineering
1759,Woodie Reely,20/03/2019,Yes,Yes,Yes,Pass,Business
1760,Shelia Beadles,21/03/2019,Yes,Yes,Yes,Pass,Engineering
1761,Charo Lorent,27/03/2019,Yes,Yes,Yes,Pass,Business
1762,Cary Edwicke,28/03/2019,Yes,Yes,Yes,Pass,Engineering
1763,Randi Tomkowicz,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1764,Stacey De Vuyst,27/03/2019,Yes,Yes,Yes,Pass,Business
1765,Gayle Vinsen,06/03/2019,Yes,Yes,Yes,Pass,Business
1766,Myrlene Olyfant,27/03/2019,Yes,Yes,Yes,Pass,Business
1767,Karina Andrejevic,13/03/2019,No,No,Yes,Fail,Data
1768,Sher Biesinger,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1769,Gladys Roote,06/03/2019,Yes,Yes,Yes,Pass,Business
1770,Sheffield Furzer,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1771,Danielle Absolom,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1772,Fowler Crewdson,12/03/2019,Yes,Yes,Yes,Pass,Business
1773,Kaylil Gissing,13/03/2019,No,Yes,Yes,Fail,Business
1774,Johnny Shea,05/03/2019,Yes,Yes,Yes,Pass,Business
1775,Jill Pawelec,26/03/2019,Yes,Yes,Yes,Fail,Engineering
1776,Olenolin Wressell,26/03/2019,No,No,Yes,Fail,Data
1777,Lelah Nisot,21/03/2019,Yes,Yes,Yes,Pass,Data
1778,Durant Dell 'Orto,28/03/2019,Yes,Yes,Yes,Fail,Data
1779,Gabby Neilson,13//03/2019,Yes,Yes,Yes,Pass,Engineering
1780,Tobi Short,06/03/2019,Yes,Yes,Yes,Pass,Data
1781,Riannon Sibylla,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1782,Tommie Hammerman,19/03/2019,Yes,Yes,No,Fail,Engineering
1783,Anton Isaacs,13/03/2019,Yes,Yes,Yes,Fail,Data
1784,Winne Kelloch,13/03/2019,Yes,No,Yes,Fail,Engineering
1785,Althea Kopelman,26/03/2019,Yes,Yes,Yes,Pass,Engineering
1786,Barde Mcgeneay,14/03/2019,Yes,Yes,Yes,Fail,Business
1787,Reg Mcreynold,05/03/2019,Yes,Yes,Yes,Pass,Data
1788,Ania Silver,19/03/2019,Yes,No,Yes,Fail,Engineering
1789,Chilton Fridaye,07/03/2019,Yes,No,Yes,Fail,Business
1790,Gae Crutch,07/03/2019,Yes,Yes,Yes,Pass,Business
1791,Port Taylot,21/03/2019,Yes,Yes,No,Fail,Business
1792,Cirilo Worley,14/03/2019,Yes,Yes,Yes,Pass,Engineering
1793,Amelina Posnett,19/03/2019,No,Yes,Yes,Fail,Business
1794,Regan Dyball,27/03/2019,Yes,Yes,Yes,Pass,Engineering
1795,Frazer Trahmel,14/03/2019,Yes,Yes,Yes,Fail,Data
1796,Ashley Fudge,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1797,Cherianne Raddon,06/03/2019,Yes,Yes,Yes,Pass,Data
1798,Cybil Mandrake,27/03/2019,Yes,Yes,Yes,Pass,Data
1799,Deerdre Mussard,05/03/2019,Yes,Yes,No,Fail,Data
1800,Nadia Wheelton,19/03/2019,Yes,Yes,Yes,Pass,Data
1801,Bella Tarbox,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1802,Agustin Craine,21/03/2019,Yes,Yes,Yes,Pass,Data
1803,Allene Hand,13/03/2019,Yes,Yes,Yes,Pass,Business
1804,Gearard Slegg,19/03/2019,Yes,Yes,Yes,Pass,Business
1805,Dick Rubinshtein,19/03/2019,Yes,Yes,No,Fail,Engineering
1806,Dick Rubinshtein,19/03/2019,Yes,Yes,No,Fail,Engineering
1807,Phineas Purton,05/03/2019,Yes,Yes,No,Fail,Engineering
1808,Carly Rogge,28/03/2019,Yes,Yes,Yes,Pass,Engineering
1809,Gaylord Alleway,06/03/2019,Yes,Yes,Yes,Pass,Engineering
1810,Dre Southerton,26/03/2019,Yes,Yes,No,Fail,Data
1811,Mame Kneaphsey,28/03/2019,Yes,Yes,Yes,Pass,Business
1812,Elfrida Enden,13/03/2019,Yes,Yes,Yes,Pass,Engineering
1813,Rustie Cormode,13/03/2019,Yes,Yes,Yes,Pass,Engineering
1814,Quincey Gayle,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1815,Rosita Cabel,07/03/2019,Yes,Yes,Yes,Pass,Data
1816,Des Tomovic,13/03/2019,Yes,Yes,No,Fail,Business
1817,Artair Rois,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1818,Glenn Coaker,28/03/2019,Yes,Yes,Yes,Pass,Engineering
1819,Artair Cartman,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1820,Lynea Heustice,06/03/2019,Yes,Yes,Yes,Pass,Business
1821,Neal Ginglell,26/03/2019,Yes,Yes,Yes,Pass,Engineering
1822,Cello Durrand,12/03/2019,Yes,No,Yes,Fail,Business
1823,Yance Grenfell,28/03/2019,Yes,Yes,Yes,Fail,Business
1824,L;Urette Daveley,12/03/2019,Yes,Yes,Yes,Pass,Engineering
1825,Rozanne Burhouse,27/03/2019,Yes,No,Yes,Fail,Data
1826,Emily Yon,26/03/2019,No,Yes,Yes,Fail,Business
1827,Emily Yon,26/03/2019,No,Yes,Yes,Fail,Business
1828,Lemmie Wylam,07/03/2019,Yes,Yes,No,Fail,Business
1829,Mattias Blanpein,19/03/2019,Yes,Yes,Yes,Fail,Business
1830,Adelbert Verrick,27/03/2019,Yes,Yes,Yes,Pass,Business
1831,Jaymee Riden,19/03/2019,Yes,Yes,Yes,Pass,Engineering
1832,Melinda Ocklin,21/03/2019,Yes,Yes,Yes,Pass,Data
1833,Estele Prester,20/03/2019,Yes,Yes,Yes,Pass,Business
1834,Stern Ashfull,13/03/2019,Yes,Yes,Yes,Pass,Business
1835,Franzen Iddy,20/03/2019,Yes,Yes,Yes,Pass,Engineering
1836,Ashlie Siveter,26/03/2019,Yes,Yes,Yes,Pass,Data
1837,Maxwell Fadell,26/03/2019,Yes,Yes,Yes,Pass,Engineering
1838,Ofelia Crow,28/03/2019,Yes,Yes,Yes,Pass,Data
1839,Neely Aleksich,28/03/2019,No,Yes,Yes,Fail,Engineering
1840,Hobart Caldeyroux,26/03/2019,Yes,Yes,Yes,Pass,Business
1841,Jeffy Dudding,13/03/2019,Yes,Yes,Yes,Pass,Data
1842,Lauren Bister,20/03/2019,Yes,Yes,Yes,Pass,Business
1843,Bowie Nolton,07/03/2019,Yes,Yes,Yes,Pass,Data
1844,Maurine Vedenyakin,13/03/2019,No,Yes,No,Fail,Data
1845,Vannie Hounsome,05/03/2019,Yes,Yes,No,Fail,Data
1846,Tye Klejna,21/05/2019,No,Yes,Yes,Fail,Engineering
1847,Katya Curtois,21/05/2019,Yes,Yes,Yes,Pass,Engineering
